"module name","license","repository"
"@types/react@19.1.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vitejs/plugin-react@5.0.2","MIT","https://github.com/vitejs/vite-plugin-react"
"@vitest/coverage-v8@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/ui@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"agent-rpg-project@1.0.0","ISC","https://github.com/yogi-bear-92/agent-company-rpg"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.2.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"ast-v8-to-istanbul@0.3.5","MIT","https://github.com/AriPerkkio/ast-v8-to-istanbul"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.25.4","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"caniuse-lite@1.0.30001739","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chai@5.3.3","MIT","https://github.com/chaijs/chai"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"check-error@2.1.1","MIT","https://github.com/chaijs/check-error"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"cssstyle@4.6.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"data-urls@5.0.0","MIT","https://github.com/jsdom/data-urls"
"debug@4.4.1","MIT","https://github.com/debug-js/debug"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"deep-eql@5.0.2","MIT","https://github.com/chaijs/deep-eql"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-libc@2.0.4","Apache-2.0","https://github.com/lovell/detect-libc"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-accessibility-api@0.6.3","MIT","https://github.com/eps1lon/dom-accessibility-api"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"electron-to-chromium@1.5.211","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"enhanced-resolve@5.18.3","MIT","https://github.com/webpack/enhanced-resolve"
"entities@6.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"es-module-lexer@1.7.0","MIT","https://github.com/guybedford/es-module-lexer"
"esbuild@0.25.9","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@5.2.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.4.20","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.34.0","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"expect-type@1.2.2","Apache-2.0","https://github.com/mmkal/expect-type"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.19.1","ISC","https://github.com/mcollina/fastq"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"fflate@0.8.2","MIT","https://github.com/101arrowz/fflate"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"fraction.js@4.3.7","MIT","https://github.com/rawify/Fraction.js"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.4.5","ISC","https://github.com/isaacs/node-glob"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globals@16.3.0","MIT","https://github.com/sindresorhus/globals"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"html-encoding-sniffer@4.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-proxy-agent@7.0.2","MIT","https://github.com/TooTallNate/proxy-agents"
"https-proxy-agent@7.0.6","MIT","https://github.com/TooTallNate/proxy-agents"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@7.0.5","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@5.0.6","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jiti@2.5.1","MIT","https://github.com/unjs/jiti"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-tokens@9.0.1","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"jsdom@26.1.0","MIT","https://github.com/jsdom/jsdom"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lightningcss-darwin-arm64@1.30.1","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.30.1","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"loupe@3.2.1","MIT","https://github.com/chaijs/loupe"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-react@0.542.0","ISC","https://github.com/lucide-icons/lucide"
"lz-string@1.5.0","MIT","https://github.com/pieroxy/lz-string"
"magic-string@0.30.18","MIT","https://github.com/rich-harris/magic-string"
"magicast@0.3.5","MIT","https://github.com/unjs/magicast"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"min-indent@1.0.1","MIT","https://github.com/thejameskyle/min-indent"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"minizlib@3.0.2","MIT","https://github.com/isaacs/minizlib"
"mkdirp@3.0.1","MIT","https://github.com/isaacs/node-mkdirp"
"mrmime@2.0.1","MIT","https://github.com/lukeed/mrmime"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-releases@2.0.19","MIT","https://github.com/chicoxyzzy/node-releases"
"normalize-range@0.1.2","MIT","https://github.com/jamestalmage/normalize-range"
"nwsapi@2.2.21","MIT","https://github.com/dperini/nwsapi"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse5@7.3.0","MIT","https://github.com/inikulin/parse5"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"pathval@2.0.1","MIT","https://github.com/chaijs/pathval"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"picomatch@4.0.3","MIT","https://github.com/micromatch/picomatch"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"pretty-format@27.5.1","MIT","https://github.com/facebook/jest"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"react-dom@19.1.1","MIT","https://github.com/facebook/react"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"react-refresh@0.17.0","MIT","https://github.com/facebook/react"
"react@19.1.1","MIT","https://github.com/facebook/react"
"redent@3.0.0","MIT","https://github.com/sindresorhus/redent"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"rollup@4.50.0","MIT","https://github.com/rollup/rollup"
"rrweb-cssom@0.8.0","MIT","https://github.com/rrweb-io/CSSOM"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"saxes@6.0.0","ISC","https://github.com/lddubeau/saxes"
"scheduler@0.26.0","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.2","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"siginfo@2.0.0","ISC","https://github.com/emilbayes/siginfo"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"sirv@3.0.1","MIT","https://github.com/lukeed/sirv"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"stackback@0.0.2","MIT","https://github.com/shtylman/node-stackback"
"std-env@3.9.0","MIT","https://github.com/unjs/std-env"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.0","MIT","https://github.com/chalk/strip-ansi"
"strip-indent@3.0.0","MIT","https://github.com/sindresorhus/strip-indent"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"strip-literal@3.0.0","MIT","https://github.com/antfu/strip-literal"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"symbol-tree@3.2.4","MIT","https://github.com/jsdom/js-symbol-tree"
"tailwindcss@4.1.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.2.3","MIT","https://github.com/webpack/tapable"
"tar@7.4.3","ISC","https://github.com/isaacs/node-tar"
"terser@5.44.0","BSD-2-Clause","https://github.com/terser/terser"
"test-exclude@7.0.1","ISC","https://github.com/istanbuljs/test-exclude"
"tinybench@2.9.0","MIT","https://github.com/tinylibs/tinybench"
"tinyexec@0.3.2","MIT","https://github.com/tinylibs/tinyexec"
"tinyglobby@0.2.14","MIT","https://github.com/SuperchupuDev/tinyglobby"
"tinypool@1.1.1","MIT","https://github.com/tinylibs/tinypool"
"tinyrainbow@2.0.0","MIT","https://github.com/tinylibs/tinyrainbow"
"tinyspy@4.0.3","MIT","https://github.com/tinylibs/tinyspy"
"tldts-core@6.1.86","MIT","https://github.com/remusao/tldts"
"tldts@6.1.86","MIT","https://github.com/remusao/tldts"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"totalist@3.0.1","MIT","https://github.com/lukeed/totalist"
"tough-cookie@5.1.2","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"tr46@5.1.1","MIT","https://github.com/jsdom/tr46"
"ts-api-utils@2.1.0","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"typescript-eslint@8.42.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"typescript@5.9.2","Apache-2.0","https://github.com/microsoft/TypeScript"
"undici-types@7.10.0","MIT","https://github.com/nodejs/undici"
"update-browserslist-db@1.1.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"vite-node@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"vite@7.1.4","MIT","https://github.com/vitejs/vite"
"vitest@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"w3c-xmlserializer@5.0.0","MIT","https://github.com/jsdom/w3c-xmlserializer"
"webidl-conversions@7.0.0","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-encoding@3.1.1","MIT","https://github.com/jsdom/whatwg-encoding"
"whatwg-mimetype@4.0.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"whatwg-url@14.2.0","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"why-is-node-running@2.3.0","MIT","https://github.com/mafintosh/why-is-node-running"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"ws@8.18.3","MIT","https://github.com/websockets/ws"
"xml-name-validator@5.0.0","Apache-2.0","https://github.com/jsdom/xml-name-validator"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@5.0.0","BlueOak-1.0.0","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
